ISO2;country_name;Speech_title;URL_text;URL_link;Date_m;speech_stance
FR;France;Denis Beau: Innovations in the financial sector and central banks' contributions;https://www.bis.org/review/r201211b.htm;https://www.bis.org/review/r201211b.htm;01/12/2020;1
RU;Russia;Elvira Nabiullina: Speech - Federation Council's Financial Market Development Board meeting;https://www.bis.org/review/r201223x.htm;https://www.bis.org/review/r201223x.htm;01/12/2020;0
KR;Korea;Juyeol Lee: New Year Speech;https://www.bis.org/review/r210108a.htm;https://www.bis.org/review/r210108a.htm;01/01/2021;1
DE;Germany;Joachim Wuermeling: Combining stability and innovation – the Bundesbank and fintech players in the digital financial ecosystem;https://www.bis.org/review/r210129a.htm;https://www.bis.org/review/r210129a.htm;01/01/2021;0
EA;Euro Area;Fabio Panetta: Evolution or revolution? The impact of a digital euro on the financial system;https://www.bis.org/review/r210211d.htm;https://www.bis.org/review/r210211d.htm;01/02/2021;1
DE;Germany;Burkhard Balz: Central bank digital currencies – the future of money?;https://www.bis.org/review/r210211e.htm;https://www.bis.org/review/r210211e.htm;01/02/2021;0
CA;Canada;Timothy Lane: Payments innovation beyond the pandemic;https://www.bis.org/review/r210215b.htm;https://www.bis.org/review/r210215b.htm;01/02/2021;1
GB;United Kingdom;David Ramsden: QE as an economic policy tool - what does it do and how should we use it?;http://www.bis.org/review/r210303k.htm;http://www.bis.org/review/r210303k.htm;01/03/2021;0
HK;Hong Kong SAR;Eddie Yue: Why challenges reinforce Hong Kong's value as an international financial centre;http://www.bis.org/review/r210304f.htm;http://www.bis.org/review/r210304f.htm;01/03/2021;1
AU;Australia;Philip Lowe: Opening remarks at the Melbourne Business Analytics Conference;http://www.bis.org/review/r210315b.htm;http://www.bis.org/review/r210315b.htm;01/03/2021;1
JP;Japan;Haruhiko Kuroda: Integrating information and financial systems- beyond as-a-service;http://www.bis.org/review/r210316a.htm;http://www.bis.org/review/r210316a.htm;01/03/2021;1
US;United States;"Jerome H Powell: Closing remarks – ""Pushing the frontiers of payments: towards faster, cheaper, more transparent and more inclusive cross border payments""";http://www.bis.org/review/r210319a.htm;http://www.bis.org/review/r210319a.htm;01/03/2021;1
HK;Hong Kong SAR;Howard Lee: Central bank innovations - payments, data and capabilities;http://www.bis.org/review/r210323d.htm;http://www.bis.org/review/r210323d.htm;01/03/2021;1
HK;Hong Kong SAR;Howard Lee: Central bank innovations - payments, data and capabilities;http://www.bis.org/review/r210323d.htm;http://www.bis.org/review/r210323d.htm;01/03/2021;1
IN;India;Shaktikanta Das: Financial sector in the new decade;http://www.bis.org/review/r210326e.htm;http://www.bis.org/review/r210326e.htm;01/03/2021;1
SG;Singapore;Jacqueline Loh: Innovation in central banking – seizing opportunities;http://www.bis.org/review/r210326g.htm;http://www.bis.org/review/r210326g.htm;01/03/2021;1
MU;Mauritius;"Harvesh Seegolam: Launch of the IMF Monetary and Capital Markets Department &amp;amp; Africa Training Institute Online Course on Core Elements of Banking Supervision";http://www.bis.org/review/r210414e.htm;http://www.bis.org/review/r210414e.htm;01/04/2021;1
FR;France;Denis Beau: Navigating the digital transition, maintaining a stable payment system;http://www.bis.org/review/r210414d.htm;http://www.bis.org/review/r210414d.htm;01/04/2021;1
FR;France;Denis Beau: Navigating the digital transition, maintaining a stable payment system;http://www.bis.org/review/r210414d.htm;http://www.bis.org/review/r210414d.htm;01/04/2021;1
GB;United Kingdom;David Ramsden: The Bank of England and fintech - public support for private innovation;http://www.bis.org/review/r210421c.htm;http://www.bis.org/review/r210421c.htm;01/04/2021;1
NO;Norway;Ida Wolden Bache: FinTech, BigTech and cryptos – will new technology render banks obsolete?;http://www.bis.org/review/r210511b.htm;http://www.bis.org/review/r210511b.htm;01/05/2021;0
DK;Denmark;Per Callesen: Should the EU launch a digital euro?;http://www.bis.org/review/r210512f.htm;http://www.bis.org/review/r210512f.htm;01/05/2021;0
CA;Canada;Tiff Macklem: The benefits of an inclusive economy;http://www.bis.org/review/r210517f.htm;http://www.bis.org/review/r210517f.htm;01/05/2021;0
GB;United Kingdom;"Jon Cunliffe: Do we need ""public money""?";http://www.bis.org/review/r210517c.htm;http://www.bis.org/review/r210517c.htm;01/05/2021;0
IE;Ireland;Gabriel Makhlouf: Opening remarks to the International Operational Risk Working Group;http://www.bis.org/review/r210521d.htm;http://www.bis.org/review/r210521d.htm;01/05/2021;0
US;United States;Lael Brainard: Private money and central bank money as payments go digital - an update on CBDCs;http://www.bis.org/review/r210525a.htm;http://www.bis.org/review/r210525a.htm;01/05/2021;1
US;United States;Lael Brainard: Private money and central bank money as payments go digital - an update on CBDCs;http://www.bis.org/review/r210525a.htm;http://www.bis.org/review/r210525a.htm;01/05/2021;1
HK;Hong Kong SAR;"Eddie Yue: Next phase of Hong Kong's fintech journey – ""Fintech 2025""";http://www.bis.org/review/r210608c.htm;http://www.bis.org/review/r210608c.htm;01/06/2021;1
HK;Hong Kong SAR;"Eddie Yue: Next phase of Hong Kong's fintech journey – ""Fintech 2025""";http://www.bis.org/review/r210608c.htm;http://www.bis.org/review/r210608c.htm;01/06/2021;1
SE;Sweden;Stefan Ingves: New financial environment - how is the Riksbank meeting the new challenges?;http://www.bis.org/review/r210609b.htm;http://www.bis.org/review/r210609b.htm;01/06/2021;1
DE;Germany;"Burkhard Balz: Digital payments &amp;amp; European sovereignty";http://www.bis.org/review/r210610f.htm;http://www.bis.org/review/r210610f.htm;01/06/2021;1
DE;Germany;Johannes Beermann: Cash in times of turmoil;http://www.bis.org/review/r210615c.htm;http://www.bis.org/review/r210615c.htm;01/06/2021;0
GB;United Kingdom;Andrew Bailey: Innovation to serve the public interest;http://www.bis.org/review/r210615d.htm;http://www.bis.org/review/r210615d.htm;01/06/2021;0
ES;Spain;Margarita Delgado: Digital transition in the banking business. Lessons after COVID-19;http://www.bis.org/review/r210617d.htm;http://www.bis.org/review/r210617d.htm;01/06/2021;0
DE;Germany;Burkhard Balz: Opportunities and risks of central bank digital currencies;http://www.bis.org/review/r210617c.htm;http://www.bis.org/review/r210617c.htm;01/06/2021;0
GB;United Kingdom;Victoria Cleland: A new dawn for payments;http://www.bis.org/review/r210622b.htm;http://www.bis.org/review/r210622b.htm;01/06/2021;0
GB;United Kingdom;Andrew G Haldane: Thirty years of hurt never stopped me dreaming;http://www.bis.org/review/r210702d.htm;http://www.bis.org/review/r210702d.htm;01/07/2021;0
GB;United Kingdom;Christina Segal-Knowles: Stablecoins - what's old is new again;http://www.bis.org/review/r210702j.htm;http://www.bis.org/review/r210702j.htm;01/07/2021;1
FI;Finland;Olli Rehn: It's the resilience smarty! - Lessons of the COVID-19 crisis for systemic risk analysis and financial sector policies;http://www.bis.org/review/r210702g.htm;http://www.bis.org/review/r210702g.htm;01/07/2021;0
IT;Italy;Ignazio Visco: Back to the future of money;http://www.bis.org/review/r210705b.htm;http://www.bis.org/review/r210705b.htm;01/07/2021;1
IT;Italy;Ignazio Visco: Back to the future of money;http://www.bis.org/review/r210705b.htm;http://www.bis.org/review/r210705b.htm;01/07/2021;1
US;United States;Randal K Quarles: Parachute pants and central bank money;http://www.bis.org/review/r210705c.htm;http://www.bis.org/review/r210705c.htm;01/07/2021;0
FR;France;FranÃ§ois Villeroy de Galhau: Roads for the future - central bank digital currency (CBDC) and innovative payments;http://www.bis.org/review/r210705e.htm;http://www.bis.org/review/r210705e.htm;01/07/2021;1
FR;France;FranÃ§ois Villeroy de Galhau: Roads for the future - central bank digital currency (CBDC) and innovative payments;http://www.bis.org/review/r210705e.htm;http://www.bis.org/review/r210705e.htm;01/07/2021;1
SG;Singapore;Ravi Menon: Decentralised finance and the future of money;http://www.bis.org/review/r210705i.htm;http://www.bis.org/review/r210705i.htm;01/07/2021;0
FR;France;Denis Beau: New technologies and monetary policy frameworks;http://www.bis.org/review/r210713c.htm;http://www.bis.org/review/r210713c.htm;01/07/2021;1
FR;France;Denis Beau: New technologies and monetary policy frameworks;http://www.bis.org/review/r210713c.htm;http://www.bis.org/review/r210713c.htm;01/07/2021;1
IT;Italy;Piero Cipollone: TIPS (TARGET Instant Payment Settlement) - the new Eurosystem market infrastructure service - Banca d'Italia as service provider and manager of the business relationships with the financial community;http://www.bis.org/review/r210715d.htm;http://www.bis.org/review/r210715d.htm;01/07/2021;1
MX;Mexico;Alejandro DÃ­az de LeÃ³n: Emerging markets' long and slippery road to development and the challenges of the pandemic;http://www.bis.org/review/r210804a.htm;http://www.bis.org/review/r210804a.htm;01/08/2021;0
IE;Ireland;Gabriel Makhlouf: Digital money;http://www.bis.org/review/r210804b.htm;http://www.bis.org/review/r210804b.htm;01/08/2021;1
US;United States;Christopher J Waller: CBDC - A Solution in Search of a Problem?;http://www.bis.org/review/r210806a.htm;http://www.bis.org/review/r210806a.htm;01/08/2021;-1
DE;Germany;Jens Weidmann: Monetary policy and the role of central banks â€“ an outlook;http://www.bis.org/review/r210809b.htm;http://www.bis.org/review/r210809b.htm;01/08/2021;0
TH;Thailand;Sethaput Suthiwartnarueput: From resiliency to recovery and beyond - central bank policies for an uncertain world;http://www.bis.org/review/r210909a.htm;http://www.bis.org/review/r210909a.htm;01/09/2021;1
TH;Thailand;Sethaput Suthiwartnarueput: From resiliency to recovery and beyond - central bank policies for an uncertain world;http://www.bis.org/review/r210909a.htm;http://www.bis.org/review/r210909a.htm;01/09/2021;1
GB;United Kingdom;Andrew Hauser: Bigger broader, faster  stronger? How much should tomorrow's central bank balance sheets do â€“ and what should we leave to financial markets? Some principles for good parenting;http://www.bis.org/review/r210916g.htm;http://www.bis.org/review/r210916g.htm;01/09/2021;0
CN;China;Yi Gang: Fintech and the global payments landscape - exploring new horizons;http://www.bis.org/review/r210923h.htm;http://www.bis.org/review/r210923h.htm;01/09/2021;0
MX;Mexico;Alejandro DÃ­az de LeÃ³n: Introductory remarks on regulating big tech;http://www.bis.org/review/r211012a.htm;http://www.bis.org/review/r211012a.htm;01/10/2021;1
FR;France;Denis Beau: The digitalisation of the financial sector - new challenges, new levers;http://www.bis.org/review/r211012g.htm;http://www.bis.org/review/r211012g.htm;01/10/2021;1
FR;France;Denis Beau: The digitalisation of the financial sector - new challenges, new levers;http://www.bis.org/review/r211012g.htm;http://www.bis.org/review/r211012g.htm;01/10/2021;1
FR;France;FranÃ§ois Villeroy de Galhau: Bank of France - how the commitment to fintechs is being implemented;http://www.bis.org/review/r211102b.htm;http://www.bis.org/review/r211102b.htm;01/11/2021;1
FR;France;FranÃ§ois Villeroy de Galhau: Bank of France - how the commitment to fintechs is being implemented;http://www.bis.org/review/r211102b.htm;http://www.bis.org/review/r211102b.htm;01/11/2021;1
FR;France;FranÃ§ois Villeroy de Galhau: Digital innovation - what role can we play as central banks?;http://www.bis.org/review/r211112e.htm;http://www.bis.org/review/r211112e.htm;01/11/2021;1
DE;Germany;Burkhard Balz: Shaping Europe together;http://www.bis.org/review/r211112j.htm;http://www.bis.org/review/r211112j.htm;01/11/2021;1
DE;Germany;Burkhard Balz: Deepening trust, reinforcing cooperation;http://www.bis.org/review/r211114e.htm;http://www.bis.org/review/r211114e.htm;01/11/2021;0
FR;France;Denis Beau: The challenges of the digital euro;http://www.bis.org/review/r211128f.htm;http://www.bis.org/review/r211128f.htm;01/11/2021;1
FR;France;Denis Beau: The challenges of the digital euro;http://www.bis.org/review/r211128f.htm;http://www.bis.org/review/r211128f.htm;01/11/2021;1
ES;Spain;Pablo HernÃ¡ndez de Cos: Progress in the strategic agenda for a digital euro;http://www.bis.org/review/r211202d.htm;http://www.bis.org/review/r211202d.htm;01/12/2021;0
IT;Italy;Ignazio Visco: An overview of the work of the G20 under the Italian presidency;http://www.bis.org/review/r211201c.htm;http://www.bis.org/review/r211201c.htm;01/11/2021;0
FR;France;FranÃ§ois Villeroy de Galhau: Central banks and finance in the face of a triple revolution;http://www.bis.org/review/r211202k.htm;http://www.bis.org/review/r211202k.htm;01/12/2021;1
FR;France;FranÃ§ois Villeroy de Galhau: Central banks and finance in the face of a triple revolution;http://www.bis.org/review/r211202k.htm;http://www.bis.org/review/r211202k.htm;01/12/2021;1
AL;Albania;Gent Sejko: Welcome remarks -15th SEE Economic Research Workshop;http://www.bis.org/review/r211208h.htm;http://www.bis.org/review/r211208h.htm;01/12/2021;0
HK;Hong Kong SAR;Eddie Yue: Hong Kong's positioning and prospect as an international financial centre;http://www.bis.org/review/r211209d.htm;http://www.bis.org/review/r211209d.htm;01/12/2021;1
AU;Australia;Philip Lowe: Payments - the future?;http://www.bis.org/review/r211213a.htm;http://www.bis.org/review/r211213a.htm;01/12/2021;1
AU;Australia;Philip Lowe: Payments - the future?;http://www.bis.org/review/r211213a.htm;http://www.bis.org/review/r211213a.htm;01/12/2021;1
NL;Netherlands;Klaas Knot: On payment trends - opportunities and risks;http://www.bis.org/review/r211213r.htm;http://www.bis.org/review/r211213r.htm;01/12/2021;0
CN;China;Yi Gang: Hong Kong's positioning and prospect as an international financial centre;http://www.bis.org/review/r211216o.htm;http://www.bis.org/review/r211216o.htm;01/12/2021;1
FI;Finland;Olli Rehn: Going digital â€“ trends in payments during and after the pandemic;http://www.bis.org/review/r211217f.htm;http://www.bis.org/review/r211217f.htm;01/12/2021;0
MK;Macedonia, the Former Yugoslav Republic of;Anita Angelovska Bezhoska: Payments in the digital era - inside out;http://www.bis.org/review/r211228c.htm;http://www.bis.org/review/r211228c.htm;01/12/2021;0
FR;France;FranÃ§ois Villeroy de Galhau: New Year wishes to the Paris financial centre;http://www.bis.org/review/r220105a.htm;http://www.bis.org/review/r220105a.htm;01/01/2022;1
FR;France;FranÃ§ois Villeroy de Galhau: New Year wishes to the Paris financial centre;http://www.bis.org/review/r220105a.htm;http://www.bis.org/review/r220105a.htm;01/01/2022;1
ID;Indonesia;Perry Warjiyo: Rise and be optimistic - synergy and innovation for economy recovery;http://www.bis.org/review/r220104a.htm;http://www.bis.org/review/r220104a.htm;01/01/2022;0
KR;Korea, Republic of;Juyeol Lee: New Year Speech;http://www.bis.org/review/r220113b.htm;http://www.bis.org/review/r220113b.htm;01/01/2022;1
FR;France;FranÃ§ois Villeroy de Galhau: Rising temperatures - inflation, climate change and digital transformation;http://www.bis.org/review/r220121a.htm;http://www.bis.org/review/r220121a.htm;01/01/2022;1
HK;Hong Kong SAR;Eddie Yue: Connecting the digital islands - next steps in trade finance;http://www.bis.org/review/r220126a.htm;http://www.bis.org/review/r220126a.htm;01/01/2022;1
FR;France;FranÃ§ois Villeroy de Galhau: Twenty years later- and twenty years ahead;http://www.bis.org/review/r220210a.htm;http://www.bis.org/review/r220210a.htm;01/02/2022;1
SG;Singapore;Ravi Menon: The future of money, finance and the internet;http://www.bis.org/review/r220210d.htm;http://www.bis.org/review/r220210d.htm;01/02/2022;1
SG;Singapore;Ravi Menon: The future of money, finance and the internet;http://www.bis.org/review/r220210d.htm;http://www.bis.org/review/r220210d.htm;01/02/2022;1
DE;Germany;Burkhard Balz: Payment services at a crossroads;http://www.bis.org/review/r220210e.htm;http://www.bis.org/review/r220210e.htm;01/02/2022;0
EA;Euro Area;Christine Lagarde: 20th anniversary of the entry into circulation of euro banknotes and coins;http://www.bis.org/review/r220215a.htm;http://www.bis.org/review/r220215a.htm;01/02/2022;1
NZ;New Zealand;Adrian Orr: The future of money demands innovation;http://www.bis.org/review/r220218b.htm;http://www.bis.org/review/r220218b.htm;01/02/2022;1
IE;Ireland;Gabriel Makhlouf: Trends and transitions - an Irish perspective on global and European regulation;http://www.bis.org/review/r220218g.htm;http://www.bis.org/review/r220218g.htm;01/02/2022;0
US;United States;Michelle W Bowman: High inflation and the outlook for monetary policy;http://www.bis.org/review/r220223b.htm;http://www.bis.org/review/r220223b.htm;01/02/2022;0
US;United States;Lael Brainard: Preparing for the financial system of the future;http://www.bis.org/review/r220223d.htm;http://www.bis.org/review/r220223d.htm;01/02/2022;1
PH;Philippines;Benjamin E Diokno: Digital finance - a thrust toward financial inclusion;http://www.bis.org/review/r220304d.htm;http://www.bis.org/review/r220304d.htm;01/03/2022;1
DE;Germany;Burkhard Balz: Current challenges in an uncertain world;http://www.bis.org/review/r220325d.htm;http://www.bis.org/review/r220325d.htm;01/03/2022;0
FR;France;Denis Beau: From open banking to open finance;http://www.bis.org/review/r220325e.htm;http://www.bis.org/review/r220325e.htm;01/03/2022;1
JP;Japan;Haruhiko Kuroda: Digitalization - financial services for society;http://www.bis.org/review/r220420a.htm;http://www.bis.org/review/r220420a.htm;01/04/2022;1
GB;United Kingdom;Victoria Cleland: The road to enhanced payments;http://www.bis.org/review/r220420b.htm;http://www.bis.org/review/r220420b.htm;01/04/2022;0
EA;Euro Area;Fabio Panetta: More than an intellectual game - exploring the monetary policy and financial stability implications of central bank digital currencies;http://www.bis.org/review/r220422d.htm;http://www.bis.org/review/r220422d.htm;01/04/2022;1
FR;France;Denis Beau: What role should banks play in the twin digital and climate revolution?;http://www.bis.org/review/r220424a.htm;http://www.bis.org/review/r220424a.htm;01/04/2022;1
EA;Euro Area;Fabio Panetta: For a few cryptos more - the wild west of crypto finance;http://www.bis.org/review/r220425j.htm;http://www.bis.org/review/r220425j.htm;01/04/2022;1
EA;Euro Area;Fabio Panetta: For a few cryptos more - the wild west of crypto finance;http://www.bis.org/review/r220425j.htm;http://www.bis.org/review/r220425j.htm;01/04/2022;1
DK;Denmark;Signe Krogstrup: Perspectives on central bank mandates, instruments and policy trade-offs;http://www.bis.org/review/r220426g.htm;http://www.bis.org/review/r220426g.htm;01/04/2022;0
SG;Singapore;Ravi Menon: Money at a crossroads - public or private digital money?;http://www.bis.org/review/r220429a.htm;http://www.bis.org/review/r220429a.htm;01/04/2022;1
FR;France;Denis Beau: European Association of Cooperative Banks;http://www.bis.org/review/r220502a.htm;http://www.bis.org/review/r220502a.htm;01/05/2022;0
DE;Germany;Burkhard Balz: The impact of digitalisation on the financial system;http://www.bis.org/review/r220502b.htm;http://www.bis.org/review/r220502b.htm;01/05/2022;0
DE;Germany;Burkhard Balz: Central Bank Digital Currencies â€“ the acceptance and adoption challenge;http://www.bis.org/review/r220506a.htm;http://www.bis.org/review/r220506a.htm;01/05/2022;0
EA;Euro Area;Fabio Panetta: Public money for the digital era - towards a digital euro;http://www.bis.org/review/r220517a.htm;http://www.bis.org/review/r220517a.htm;01/05/2022;1
FR;France;FranÃ§ois Villeroy de Galhau: Multipolarity and the role of the euro in the International Financial System;http://www.bis.org/review/r220517b.htm;http://www.bis.org/review/r220517b.htm;01/05/2022;1
JP;Japan;Haruhiko Koroda: New dimensions and frontiers in central banking;http://www.bis.org/review/r220531c.htm;http://www.bis.org/review/r220531c.htm;01/05/2022;1
GB;United Kingdom;Andrew Hauser: Old dogs, new tricks - adapting central bank balance sheets to a world of digital currencies;http://www.bis.org/review/r220602c.htm;http://www.bis.org/review/r220602c.htm;01/06/2022;0
SE;Sweden;Stefan Ingves: Inflation targeting for nearly 30 years - a robust framework for all times?;http://www.bis.org/review/r220603i.htm;http://www.bis.org/review/r220603i.htm;01/06/2022;1
IT;Italy;Ignazio Visco: Overview of economic and financial developments in Italy;http://www.bis.org/review/r220603a.htm;http://www.bis.org/review/r220603a.htm;01/06/2022;1
US;United States;John C Williams: The song remains the same;http://www.bis.org/review/r220602b.htm;http://www.bis.org/review/r220602b.htm;01/06/2022;0
EA;Euro Area;Fabio Panetta: The digital euro and the evolution of the financial system;http://www.bis.org/review/r220616a.htm;http://www.bis.org/review/r220616a.htm;01/06/2022;1
US;United States;Jerome H Powell: Welcoming remarks - International Roles of the US Dollar conference;http://www.bis.org/review/r220620i.htm;http://www.bis.org/review/r220620i.htm;01/06/2022;0
IN;India;"Shaktikanta Das: Disruptions &amp; opportunities in the financial sector";http://www.bis.org/review/r220620g.htm;http://www.bis.org/review/r220620g.htm;01/06/2022;1
DE;Germany;Claudia Buch: 30 years of monetary reform in Estonia - lessons learned for the decade ahead;http://www.bis.org/review/r220622b.htm;http://www.bis.org/review/r220622b.htm;01/06/2022;1
TH;Thailand;Sethaput Suthiwartnarueput: The Thai economy - the current state and the way forward;http://www.bis.org/review/r220623b.htm;http://www.bis.org/review/r220623b.htm;01/06/2022;1
TH;Thailand;Sethaput Suthiwartnarueput: The Thai economy - the current state and the way forward;http://www.bis.org/review/r220623b.htm;http://www.bis.org/review/r220623b.htm;01/06/2022;1
FR;France;FranÃ§ois Villeroy de Galhau: Central banks in a distributed-ledger technologies world;http://www.bis.org/review/r220624b.htm;http://www.bis.org/review/r220624b.htm;01/06/2022;1
DE;Germany;Burkhard Balz: The landscape in 2030 - Central Bank Digital Currencies (CBDC) or private digital payment solutions?;http://www.bis.org/review/r220629d.htm;http://www.bis.org/review/r220629d.htm;01/06/2022;1
